0,0,0
1,-1,1
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, -0.875, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, 0.875, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, -1.4583333333333333, 0
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, -0.875, 0
0.0, 0.0, 0.0, 1.0, -0.875, -0.875, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, -0.875, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, -0.875, 0
0.0, 0.0, 0.0, 1.0, 0.875, -0.875, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, -0.875, 0
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -0.875, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 0.875, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, -0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -0.875, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 0.875, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, 0.2916666666666665, 0
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, 0.875, 0
0.0, 0.0, 0.0, 1.0, -0.875, 0.875, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, 0.875, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, 0.875, 0
0.0, 0.0, 0.0, 1.0, 0.875, 0.875, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, 0.875, 0
0.0, 0.0, 0.0, 1.0, -1.4583333333333333, 1.4583333333333335, 0
0.0, 0.0, 0.0, 1.0, -0.875, 1.4583333333333335, 0
0.0, 0.0, 0.0, 1.0, -0.2916666666666665, 1.4583333333333335, 0
0.0, 0.0, 0.0, 1.0, 0.2916666666666665, 1.4583333333333335, 0
0.0, 0.0, 0.0, 1.0, 0.875, 1.4583333333333335, 0
0.0, 0.0, 0.0, 1.0, 1.4583333333333335, 1.4583333333333335, 0
